序號,行政區,里別,據點名稱,據點類型,據點地址,聯絡電話,lat,lon
467,南港區,舊莊里,社團法人臺北市南港區舊莊社區發展 協會,社區照顧關懷據點 8-9時段,臺北市南港區舊莊里舊莊街1段91巷11號,0931-518686,25.0370335,121.6240441
468,萬華區,仁德里,臺北市萬華區仁德里辦公處,社區照顧關懷據點 2-3時段,臺北市萬華區仁德里西寧南路192之2號1樓,02-23316860,25.0389662,121.5061844
469,萬華區,仁德里,財團法人台北市中國基督教靈糧世界 佈道會台北靈糧堂(萬華靈糧福音中 心),社區照顧關懷據點 8-9時段,臺北市萬華區仁德里桂林路27號1樓、31號1樓,02-23315658,25.0379636,121.5048448
470,萬華區,日祥里,臺北市萬華日祥關懷協會,社區照顧關懷據點 4-5時段,臺北市萬華區日祥里青年路186-1號 第二教室,0933-719446,25.0201451,121.5036802
471,萬華區,日善里,財團法人天主教單國璽弱勢族群社福 基金會,社區照顧關懷據點 8-9時段,臺北市萬華區日善里西藏路201號,02-23070052,25.0276236,121.4991888
472,萬華區,西門里,社團法人台北市教會愛幫協會,社區照顧關懷據點 2-3時段,臺北市萬華區西門里中華路1段144號4樓,02-23116767#406,25.0438886,121.5088024
473,萬華區,孝德里,臺北市萬華區孝德里辦公處,社區照顧關懷據點 4-5時段,臺北市萬華區孝德里德昌街261巷16號1樓,0932-015015,25.022452,121.492269
474,萬華區,和德里,臺北市和德長壽健康促進協會,社區照顧關懷據點 6-7時段,臺北市萬華區和德里興義街25號1樓,02-23395285,25.0268592,121.4921752
475,萬華區,和德里,臺北市立雙園國民中學,社區照顧關懷據點 樂齡學堂,臺北市萬華區和德里興義街2號,02-23030827#151,25.0275857,121.4927516
476,萬華區,忠貞里,臺北市萬華區忠貞里辦公處,社區照顧關懷據點 2-3時段,臺北市萬華區忠貞里青年路58號,0953-190521,25.0246187,121.5027869
477,萬華區,忠德里,臺北市萬華區忠德里辦公處,社區照顧關懷據點 2-3時段,臺北市萬華區忠德里東園街66巷24弄1號1樓,913303616,25.0248918,121.4956157
478,萬華區,青山里,龍山老人服務中心(財團法人台北市 立心慈善基金會),社區照顧關懷據點 功能型(老服中心),臺北市萬華區青山里梧州街36號3樓,02-23361881#20,25.037353,121.4974138
479,萬華區,保德里,臺北市萬華區保德社區發展協會,社區照顧關懷據點 8-9時段,臺北市萬華區保德里東園街140巷8號、10號,02-23323337,25.0232728,121.4970914
480,萬華區,柳鄉里,社團法人中華善德關懷協會,社區照顧關懷據點 4-5時段,臺北市萬華區柳鄉里環河南路2段102號3樓,0975-821326,25.0369132,121.4953786
481,萬華區,凌霄里,主愛社會關懷協會,社區照顧關懷據點 4-5時段,臺北市萬華區凌霄里中華路2段504巷43號1樓,02-23031453,25.0247464,121.5087008
482,萬華區,頂碩里,臺北市萬華區頂碩里辦公處,社區照顧關懷據點 4-5時段,臺北市萬華區頂碩里興寧街2號3樓,0963-038625,25.0322385,121.5020158
483,萬華區,富福里,臺北市立龍山國民中學,社區照顧關懷據點 樂齡學堂,臺北市萬華區富福里南寧路46號,02-23362789#601,25.0359578,121.5047024
484,萬華區,菜園里,臺北市萬華區菜園社區發展協會,社區照顧關懷據點 2-3時段,臺北市萬華區菜園里內江街150號2樓,02-23888990,25.0416733,121.5014942
485,萬華區,華江里,台北市萬華區華江社區發展協會,社區照顧關懷據點 6-7時段,臺北市萬華區華江里長順街臨127號,02-23081454,25.0319933,121.4896822
486,萬華區,新安里,臺北市萬華區新安里辦公處,社區照顧關懷據點 2-3時段,臺北市萬華區新安里新安里萬大路187巷8號1樓,02-23049324,25.0279204,121.5008438
487,萬華區,新和里,臺北市萬華區新和里辦公處,社區照顧關懷據點 6-7時段,臺北市萬華區新和里中華路2段416巷13之1號;中華 路2段364巷9號;青年路40號;青年路30巷,02-23390506,25.0270169,121.5042032
488,萬華區,新和里,臺北市萬華區青年社區發展協會,社區照顧關懷據點 8-9時段,臺北市萬華區新和里中華路2段416巷9-3-9-4號; 中華路2段364巷9號;青年路40號,02-23037844,25.0279348,121.5057174
489,萬華區,新忠里,臺北市萬華區新忠里辦公處,社區照顧關懷據點 8-9時段,臺北市萬華區新忠里西藏路125巷7號1樓,0931-360310,25.0287637,121.5023125
490,萬華區,萬壽里,臺北市萬華區萬壽里辦公處,社區照顧關懷據點 2-3時段,臺北市萬華區萬壽里康定路19號,0970-778508,25.0453226,121.5032535
491,萬華區,壽德里,臺北市萬華區壽德里辦公處,社區照顧關懷據點 4-5時段,臺北市萬華區壽德里長泰街45號.47號1F,02-23328377,25.023133,121.500314
492,萬華區,壽德里,中華民國雙囍老人義務教育推廣協會,社區照顧關懷據點 6-7時段,臺北市萬華區壽德里萬大路411號2樓;南寧路46號 (週三雙囍有約美食課在龍山國中烹飪教室),02-2331-7158#18/ 0908410883,25.0217924,121.4990396
493,萬華區,壽德里,臺北市萬華區萬大社區發展協會,社區照顧關懷據點 6-7時段,臺北市萬華區壽德里萬大路329巷25號1樓,0933-7476120,25.0237479,121.5010896
494,萬華區,福星里,臺北市體育總會瑜珈協會,社區照顧關懷據點 2-3時段,臺北市萬華區福星里西寧南路6-1號,02-23759900#616,25.0475663,121.5064195
495,萬華區,福星里,臺北市萬華老人服務中心(財團法人 天主教失智老人社會福利基金會),社區照顧關懷據點 功能型(老服中心),臺北市萬華區福星里西寧南路4號A棟3樓,02-23610666,25.0479314,121.5072371
496,萬華區,福音里,臺北市萬華區福音里辦公處,社區照顧關懷據點 2-3時段,臺北市萬華區福音里昆明街284號1樓;永福街77號1 樓,0979-608343,25.0389016,121.5027532
497,萬華區,福音里,社團法人台北市艾馨公益慈善會,社區照顧關懷據點 8-9時段,臺北市萬華區福音里康定路229號6樓,0985-582990,25.0353733,121.5013573
498,萬華區,綠堤里,臺北市萬華區綠堤里辦公處,社區照顧關懷據點 2-3時段,臺北市萬華區綠堤里大理街170巷64號1樓,0988-179739,25.0326867,121.4926809
499,萬華區,銘德里,臺北市萬華區銘德里辦公處,社區照顧關懷據點 2-3時段,臺北市萬華區銘德里長泰街219號1樓,0956-911798,25.0215669,121.4952062
500,萬華區,糖廍里,臺北市萬華區糖廍里辦公處,社區照顧關懷據點 4-5時段,臺北市萬華區糖廍里大理街106號、132-7號(糖? 文化園區A、C倉及菜圃),0937-925081,25.0333595,121.4946302
501,萬華區,錦德里,臺北市萬華區錦德里辦公處,社區照顧關懷據點 4-5時段,臺北市萬華區錦德里寶興街80巷18號,0988-179748,25.0257504,121.4939029
502,萬華區,錦德里,財團法人環宇國際文化教育基金會 (萬華),社區照顧關懷據點 6-7時段,臺北市萬華區錦德里西園路2段279之6號,02-23098844,25.0251948,121.4921535
503,萬華區,雙園里,財團法人天主教聖母聖心會,社區照顧關懷據點 8-9時段,臺北市萬華區雙園里興寧街70號,02-23028934,25.0323563,121.4994604
504,萬華區,雙園里,臺北市萬華區雙園國民小學,社區照顧關懷據點 樂齡學堂,臺北市萬華區雙園里莒光路315號,02-23061893#161,25.0308183,121.4985878
505,萬華區,騰雲里,臺北市萬華區馬場町社區發展協會,社區照顧關懷據點 6-7時段,臺北市萬華區騰雲里中華路2段596巷1號,0983-372223,25.0245987,121.5094041
