醫事機構代碼,醫事機構名稱,醫事機構種類,電話,地址,分區業務組,特約類別,服務項目,診療科別,終止合約或歇業日期,固定看診時段,備註,縣市別代碼,合約起日,lat,lon
5901190060,秀全藥局,藥師自營,(02)23811357,臺北市萬華區開封街２段６６－３號,臺北業務組,5,,,20260529,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,63000,19960530,25.046682,121.506187
5901190079,建和藥局,藥劑生自營,(02)23010838,臺北市萬華區青年路１６８巷４４號,臺北業務組,5,,,20260721,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,春節期間看診時段請電洽,63000,19960722,25.0198219,121.5015589
5901190104,大嘉藥局,藥師自營,(02)23363804,臺北市萬華區梧州街４６巷６號,臺北業務組,5,,,20260531,星期一上午休診、星期二上午休診、星期三上午休診、星期四上午休診、星期五上午休診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上休診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,63000,19950601,25.0362843,121.4973653
5901190122,老永茂大藥局,藥劑生自營,(02)23064417,臺北市萬華區廣州街６４號１樓,臺北業務組,5,,,20220815,,,63000,19960530,25.036486,121.5031749
5901190177,信昌藥局,藥劑生自營,(02)23054898,臺北市萬華區長泰街３６號１樓,臺北業務組,5,,,20260217,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,19960530,25.023416,121.5007313
5901190211,民和藥局,藥劑生自營,(02)23038134,臺北市萬華區民和街５號１樓,臺北業務組,5,,,20260215,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,19960216,25.0262594,121.4999927
5901190220,生活大藥局,藥師自營,(02)23618609,臺北市萬華區貴陽街２段１２４號,臺北業務組,5,,,20260820,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,63000,19960821,25.0399419,121.5024413
5901190284,民鈺藥局,藥師自營,(02)23084270,臺北市萬華區環河南路２段１３９號１樓,臺北業務組,5,,,20260429,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,19970430,25.0339082,121.4933396
5901190408,您永安藥局,藥劑生自營,(02)23317119,臺北市萬華區昆明街１６２號,臺北業務組,5,,,20260721,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,19960722,25.0422846,121.5038335
5901190426,皇祥藥局,藥師自營,(02)23375676,臺北市萬華區萬青街１６５號１樓,臺北業務組,5,,,20260428,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,病人可來電 每天上午9::00~晚上9:00上班星期日上 午休息,63000,19960429,25.022788,121.5016198
5901190444,安聖藥局,藥師自營,(02)23037620,臺北市萬華區西園路２段２５６號１Ｆ,臺北業務組,5,,,20261031,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,服務時間:周一至周五9:00~22:00，周六9:00~18:00，例假日休息。,63000,19961101,25.0392644,121.4999928
5901190515,日昇藥局,藥劑生自營,(02)23062975,臺北市萬華區廣州街１２４號,臺北業務組,5,,,20260325,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,實名制快篩隨到隨賣,63000,19960326,25.0365457,121.5012925
5901190668,聯慶大藥局,藥師自營,(02)23039850,臺北市萬華區萬大路３０６號１樓,臺北業務組,5,,,20260707,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,63000,19980317,25.024952,121.500269
5901190686,信義藥局,藥師自營,(02)23074599,臺北市萬華區青年路２８號,臺北業務組,5,,,20260429,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,19970430,25.025839,121.5051103
5901190695,益源藥局,藥師自營,(02)23087321,臺北市萬華區大理街１６０巷２６弄２號,臺北業務組,5,,,20260429,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,19970430,25.032162,121.4938964
5901190784,欣安藥局,藥師自營,(02)23327830,臺北市萬華區東園街１９０、１９２號,臺北業務組,5,,,20261018,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,20051019,25.0218154,121.498301
5901192064,三源藥局,藥師自營,(02)23022111,臺北市萬華區康定路１９７號,臺北業務組,5,,,20270323,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,星期一至五08:30~20:00，星期六日09:00開店，周日營業到18:00，9:30後開始處方箋業務,63000,20100324,25.036235,121.501559
5901192144,健華藥局,藥劑生自營,(02)23063083,臺北市萬華區康定路３２８號,臺北業務組,5,,,20270817,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,"早上8點發放號碼牌,下午2點-4點攜帶號碼牌現場領取,6點後未領取的開放現場排隊領取",63000,20100818,25.035666,121.5011167
5901192153,永康大藥局,藥劑生自營,(02)23317675,臺北市萬華區桂林路４９號,臺北業務組,5,,,20270101,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,週一週三週四週五下午1點，週二週六上午8:30,63000,20060102,25.0380957,121.5041414
5901192162,寶興大藥局,藥劑生自營,(02)23013375,臺北市萬華區寶興街１１９號,臺北業務組,5,,,20270803,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,周一至周五12：00開始代售，現場排隊，不發號碼牌,63000,20060804,25.0252309,121.4947916
5901192180,康之友藥局,藥師自營,(02)23011598,臺北市萬華區青年路２０號,臺北業務組,5,,,20260209,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,20070210,25.0259976,121.5055311
5901192233,仁仁藥局,藥師自營,(02)23365545,臺北市萬華區康定路２１９號,臺北業務組,5,,,20280127,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,20160128,25.035641,121.501457
5901192448,健誠大藥局,藥師自營,(02)23042223,臺北市萬華區環河南路２段１８５號,臺北業務組,5,,,20270528,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,112年春節期間營業時間：店休1／21-1／26，1／27-1／28 9:00-1800，1／30起正常營業。,63000,20120529,25.0324245,121.491966
5901192546,躍獅西園藥局,藥師自營,(02)23094063,臺北市萬華區西園路２段２６０號,臺北業務組,5,,,20280502,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,快篩販售時段：下午2點至售完為止（政府正常配貨的情況下，現場排隊）,63000,20130503,25.0392644,121.4999928
5901192653,吉安藥局,藥師自營,(02)23085268,臺北市萬華區廣州街１８２號,臺北業務組,5,,,20260112,星期一上午休診、星期二上午休診、星期三上午休診、星期四上午休診、星期五上午休診、星期六上午休診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,20140113,25.0366509,121.4985771
5901192751,好視多藥局,藥師自營,(02)23018100,臺北市萬華區萬大路２８５號,臺北業務組,5,,,20261104,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午休診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,口罩代售時間自08:00; 現場排隊,63000,20141105,25.0251789,121.5006389
5901192822,專品藥局,藥師自營,(02)23718892,臺北市萬華區長沙街２段７１－１號,臺北業務組,5,,,20270225,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,20150226,25.040631,121.505155
5901192831,偉安藥局,藥師自營,(02)23037186,臺北市萬華區西藏路１０９號,臺北業務組,5,,,20270317,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,63000,20150318,25.0296826,121.5033049
5901192877,瑞生藥局,藥劑生自營,(02)23012159,臺北市萬華區西園路２段２５２號,臺北業務組,5,,,20270630,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,口罩代售時間:星期一至星期六8:00-21:00，如果有庫存，星期日8:00-17:00，營業時間即開放購買。,63000,20150701,25.0392644,121.4999928
5901192975,萬華藥局,藥師自營,(02)23012221,臺北市萬華區萬大路２４８號實際營業地址１樓、２樓,臺北業務組,5,,,20250726,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,20160727,25.0262573,121.5003148
5901192993,萬華健業藥局,藥師自營,(02)23012292,臺北市萬華區東園街６８－３號,臺北業務組,5,,,20250904,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,20160905,25.0256971,121.4965132
5901193025,華達藥局,藥師自營,(02)23082785,臺北市萬華區環河南路２段１７１號,臺北業務組,5,,,20251012,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,口罩販賣下午2點,63000,20161013,25.032949,121.4924449
5901193070,榮勝藥局,藥師自營,(02)23331121,臺北市萬華區萬大路２３３號,臺北業務組,5,,,20260906,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,20170907,25.0264556,121.5006874
5901193105,安誠貴陽藥局,藥師自營,(02)23812190,臺北市萬華區貴陽街２段１４８號,臺北業務組,5,,,20261022,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,20171023,25.0400834,121.5015581
5901193123,千誠北護藥局,藥師自營,(02)23123530,臺北市萬華區內江街１１４號,臺北業務組,5,,,20261201,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,20171202,25.0415253,121.5034072
5901193132,松本藥局,藥師自營,(02)23029559,臺北市萬華區西昌街２３３號,臺北業務組,5,,,20261217,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,63000,20171218,25.0372219,121.5006807
5901193150,日森人文藥局,藥師自營,(02)23082100,臺北市萬華區和平西路３段１４９號,臺北業務組,5,,,20240613,,,63000,20180224,25.0354576,121.4987988
5901193169,柏祥藥局,藥師自營,(02)23018272,臺北市萬華區西藏路１４１號,臺北業務組,5,,,20270305,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,63000,20180306,25.0294251,121.5016612
5901193196,青年宏越藥局,藥師自營,(02)23011037,臺北市萬華區青年路４４號,臺北業務組,5,,,20240813,,,63000,20180901,25.025543,121.504205
5901193221,正盛藥局,藥師自營,(02)23050386,臺北市萬華區中華路２段４３４－１號,臺北業務組,5,,,20280407,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,63000,20190408,25.0271527,121.5064619
5901193230,啟仁藥局,藥師自營,(02)23362771,臺北市萬華區環河南路２段１７７號,臺北業務組,5,,,20250729,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,20190730,25.032565,121.4921198
5901193249,光華藥局,藥劑生自營,(02)23613609,臺北市萬華區華西街１９－５號,臺北業務組,5,,,20251031,星期一上午休診、星期二上午休診、星期三上午休診、星期四上午休診、星期五上午休診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,63000,20191101,25.0389165,121.4985756
5901193294,恩達藥局,藥師自營,(02)23024467,臺北市萬華區梧州街６４號,臺北業務組,5,,,20270415,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,63000,20210416,25.035636,121.4974955
5901193301,富安藥局,藥師自營,(02)23377878,臺北市萬華區萬大路４２６號,臺北業務組,5,,,20270510,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,20210511,25.0209973,121.4980613
5901193310,和德藥局,藥師自營,(02)23331522,臺北市萬華區西園路２段２９２號１樓,臺北業務組,5,,,20270520,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,20210521,25.0392644,121.4999928
5901193329,西園宏越藥局,藥師自營,(02)23097336,臺北市萬華區西園路２段２１３號,臺北業務組,5,,,20240822,,,63000,20210625,25.0392644,121.4999928
5901193338,艾米力藥師藥局,藥師自營,(02)23036583,臺北市萬華區西藏路１０７－２號１樓,臺北業務組,5,,,20271013,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午休診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上休診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,63000,20211014,25.0294985,121.5034524
5901193356,展源健康藥局,藥師自營,(02)23035179,臺北市萬華區國興路１０４號１樓,臺北業務組,5,,,20241205,,,63000,20211102,25.0274856,121.5054251
5901193365,企鵝藥局,藥師自營,(02)23884691,臺北市萬華區西昌街１７５號（１樓）,臺北業務組,5,,,20280210,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,20220211,25.0388774,121.5007191
5901193374,康是美長沙藥局,藥師自營,(02)23121661,臺北市萬華區長沙街２段７３號１樓、２樓,臺北業務組,5,,,20250728,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,20220729,25.0406089,121.505055
5901193383,福澤萬大藥局,藥劑生自營,(02)23087468,臺北市萬華區萬大路８８號１樓,臺北業務組,5,,,20231106,,,63000,20230105,25.030374,121.500403
5901193392,逸菁中西特約藥局,藥師自營,(02)23822791,臺北市萬華區貴陽街２段３９號３樓之２,臺北業務組,5,,,20231108,,,63000,20230105,25.0397196,121.5050202
5901193445,康是美萬鑫藥局,藥師自營,(02)23058048,臺北市萬華區萬大路４２５之１號１樓、夾層及地下１樓,臺北業務組,5,,,20250303,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,63000,20231004,25.0213982,121.4987472
5901193454,福澤萬大藥局,藥師自營,(02)23087468,臺北市萬華區萬大路８８號１樓,臺北業務組,5,,,20261106,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,20231107,25.030374,121.500403
5901193463,東京生活藥局,藥師自營,(02)23090990,臺北市萬華區萬大路４７３號１樓,臺北業務組,5,,,20240308,,,63000,20231122,25.020455,121.4982144
5901193472,小太陽元氣藥局,藥劑生自營,(02)23090167,臺北市萬華區萬大路４３３號１樓,臺北業務組,5,,,20270425,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,63000,20240426,25.0211775,121.4986342
5901193481,日森人文藥局,藥師自營,(02)23082100,臺北市萬華區和平西路３段１４９號１樓,臺北業務組,5,,,20270613,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,20240614,25.0354576,121.4987988
5901193507,青年宏越藥局,藥師自營,(02)23011037,臺北市萬華區青年路４４號１樓,臺北業務組,5,,,20250216,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,20240814,25.025543,121.504205
