WKT,醫療院所,縣市,鄉鎮市區,地址,電話,lat,lon
POINT (121.567282098794 25.0570846586634),聖唐中醫診所,臺北市,松山區,延壽街48號,25283226,25.0570846586634,121.567282098794
POINT (121.557221906312 25.0523113307731),景賀醫美診所,臺北市,松山區,光復北路125號1樓,8787-1660,25.0523113307731,121.557221906312
POINT (121.560761870909 25.0483698077899),陳大昕耳鼻喉科診所,臺北市,松山區,八德路四段100號,0227676349,25.0483698077899,121.560761870909
POINT (121.563328934743 25.0579164423213),吳耳鼻喉科診所,臺北市,松山區,三民路113巷1－1號,0227679897,25.0579164423213,121.563328934743
POINT (121.558546440771 25.0517702633359),尚群眼科診所,臺北市,松山區,南京東路五段43號1樓,0227493176,25.0517702633359,121.558546440771
POINT (121.552767999886 25.0528430001111),佳德診所,臺北市,松山區,健康路18號、18之1號1樓及地下1層,87122626,25.0528430001111,121.552767999886
POINT (121.553281346988 25.058238044995),弘光耳鼻喉科診所,臺北市,松山區,民生東路四段117號,02-27181177,25.058238044995,121.553281346988
POINT (121.544234424706 25.050858725031),周適偉診所,臺北市,松山區,復興北路69號7樓,27787826,25.050858725031,121.544234424706
POINT (121.559288607746 25.0587694903985),景賀診所,臺北市,松山區,民生東路5段85號,87871528,25.0587694903985,121.559288607746
POINT (121.554017298678 25.0514345754343),金贊診所,臺北市,松山區,南京東路四段66號2樓、寧安街68巷25號2樓,25782259,25.0514345754343,121.554017298678
POINT (121.566461991096 25.0592531224904),新富錦中醫診所,臺北市,松山區,民生東路5段203號,27471173,25.0592531224904,121.566461991096
POINT (121.546937473602 25.0519964800848),?眼明眼科診所,臺北市,松山區,南京東路三段309號2樓,27120777,25.0519964800848,121.546937473602
POINT (121.545328273304 25.0574647005467),胡廣煜牙醫診所,臺北市,松山區,民生東路三段118號6樓之3,27136015,25.0574647005467,121.545328273304
POINT (121.559691451458 25.0513024301467),森之谷美學牙醫診所,臺北市,松山區,南京東路五段40、42號,(02)2528-3539,25.0513024301467,121.559691451458
POINT (121.546937473602 25.0519964800848),蘋果樹醫美診所,臺北市,松山區,南京東路三段309號3樓,27163535,25.0519964800848,121.546937473602
POINT (121.557044800462 25.0530337327775),泛美牙醫診所,臺北市,松山區,光復北路141號1樓,0227672259,25.0530337327775,121.557044800462
POINT (121.55303689609 25.0513244050848),聯安診所,臺北市,松山區,南京東路4段16號地下二樓,25702155,25.0513244050848,121.55303689609
POINT (121.556786106717 25.0517622897859),欣悅中醫診所,臺北市,松山區,南京東路4段193號1樓,02-87707080,25.0517622897859,121.556786106717
POINT (121.574491122671 25.0498311493662),八德牙醫診所,臺北市,松山區,八德路四段636號(實際營業地址:1、2層),27664466,25.0498311493662,121.574491122671
POINT (121.562189853166 25.0584944720774),劉內兒科診所,臺北市,松山區,民生東路五段148號、148之1號,0227603922,25.0584944720774,121.562189853166
POINT (121.559786741233 25.0513016620939),立悅皮膚科診所,臺北市,松山區,南京東路五段46號4樓,(02)2528-2160,25.0513016620939,121.559786741233
POINT (121.5449191049 25.0520256082667),瑞麗嘉健康美學慶中診所,臺北市,松山區,南京東路3段259號5樓,25450522,25.0520256082667,121.5449191049
POINT (121.550478875287 25.0544131060739),宸曜診所,臺北市,松山區,敦化北路155巷8號1、2樓,25467926,25.0544131060739,121.550478875287
POINT (121.546908625895 25.0600285860579),得意牙醫診所,臺北市,松山區,民權東路三段160巷22號2樓之2,27132377,25.0600285860579,121.546908625895
POINT (121.556691155034 25.0513750351825),尚志塾遠絡診所,臺北市,松山區,南京東路四段164號3樓之1,25771925,25.0513750351825,121.556691155034
POINT (121.556922810844 25.0482268013205),樂康診所,臺北市,松山區,八德路三段221之1號,25788360,25.0482268013205,121.556922810844
POINT (121.553088991683 25.0565813512478),大家好診所,臺北市,松山區,民生東路四段80巷11弄2號1樓,27138819,25.0565813512478,121.553088991683
POINT (121.562083884603 25.0585565490928),台新牙醫診所,臺北市,松山區,民生東路五段146號2樓,0227616916,25.0585565490928,121.562083884603
POINT (121.545418457234 25.0478173775644),達特邱診所,臺北市,松山區,八德路二段350號2樓,0930953428,25.0478173775644,121.545418457234
POINT (121.551828413621 25.0585129497009),美學牙醫診所,臺北市,松山區,民生東路四段97巷1弄4號,27170220,25.0585129497009,121.551828413621
POINT (121.546132917801 25.0559895569587),兆恩牙醫診所,臺北市,松山區,興安街218號,02-25149936,25.0559895569587,121.546132917801
POINT (121.544944456705 25.0527620537243),趙彥宇邱慧嫻皮膚科聯合診所,臺北市,松山區,慶城街8之1號3樓及8號3樓,25454035,25.0527620537243,121.544944456705
POINT (121.565248194076 25.0571040030225),延壽耳鼻喉科診所,臺北市,松山區,延壽街113號,87878431,25.0571040030225,121.565248194076
POINT (121.569495796969 25.0500490380816),見安中醫診所,臺北市,松山區,基隆路一段32號1、2樓,27618102,25.0500490380816,121.569495796969
POINT (121.549548634132 25.0614611099211),安禾聯合診所,臺北市,松山區,民權東路三段一七八號三樓,27137889,25.0614611099211,121.549548634132
POINT (121.55329577136 25.0454420975781),育晟中醫診所,臺北市,松山區,延吉街46巷4號1樓,25786337,25.0454420975781,121.55329577136
POINT (121.544420918786 25.0598046076129),康活診所,臺北市,松山區,復興北路333號5樓,27183159,25.0598046076129,121.544420918786
POINT (121.5546951533 25.0518179792667),史丹佛牙醫診所,臺北市,松山區,南京東路四段107號2樓,02-27190497,25.0518179792667,121.5546951533
POINT (121.564272800624 25.0512005105759),恩信牙醫診所,臺北市,松山區,南京東路五段200號6樓之4,37655911,25.0512005105759,121.564272800624
POINT (121.54928971236 25.0463302975749),蘭瑞診所,臺北市,松山區,敦化南路1段25號3樓,25791898,25.0463302975749,121.54928971236
POINT (121.54857061311 25.0538233027085),安兒康小兒專科診所,臺北市,松山區,敦化北路116號、118號、118號2樓,77287688,25.0538233027085,121.54857061311
POINT (121.555290478574 25.0479563563482),鉑金牙醫診所,臺北市,松山區,八德路3段164號1樓、164之1號(1樓),25779550,25.0479563563482,121.555290478574
POINT (121.560194123693 25.0512913275271),竹君牙醫診所,臺北市,松山區,南京東路五段54號2樓,0227668290,25.0512913275271,121.560194123693
POINT (121.564946917089 25.048790314014),怡德牙醫診所,臺北市,松山區,八德路4段226號(1樓),27639109,25.048790314014,121.564946917089
POINT (121.576114591301 25.0498628180976),博飛迅牙醫診所,臺北市,松山區,八德路4段666號7樓之2,02-27488933,25.0498628180976,121.576114591301
POINT (121.544294899264 25.0501518818437),泛亞皮膚科整形外科診所,臺北市,松山區,復興北路35號4樓,27529999,25.0501518818437,121.544294899264
POINT (121.54928971236 25.0463302975749),君綺國際診所,臺北市,松山區,敦化南路1段25號2樓,25798200,25.0463302975749,121.54928971236
POINT (121.545765706621 25.0537416720818),馥之美診所,臺北市,松山區,慶城街24之1號5樓,02-77091355,25.0537416720818,121.545765706621
POINT (121.553203445778 25.0472951263838),慶華牙醫診所,臺北市,松山區,延吉街10巷8號,0225788527,25.0472951263838,121.553203445778
POINT (121.545523128762 25.0622917766182),雅安牙醫診所,臺北市,松山區,民權東路三段117號,0227160079,25.0622917766182,121.545523128762
POINT (121.561703259035 25.0581675711052),張芳杰內兒科診所,臺北市,松山區,民生東路五段138巷7號,0227644400,25.0581675711052,121.561703259035
POINT (121.547225748297 25.0527789993637),南京小岩井診所,臺北市,松山區,南京東路3段303巷8弄6號1樓,02-25450610,25.0527789993637,121.547225748297
POINT (121.563894602591 25.0586129601963),維一牙醫診所,臺北市,松山區,民生東路5段188號1樓,02-27673569,25.0586129601963,121.563894602591
POINT (121.545547610825 25.0525054827486),禾玥醫學診所,臺北市,松山區,南京東路3段269巷6號1樓,0988863238,25.0525054827486,121.545547610825
POINT (121.545934615353 25.0585756928077),髮立現診所,臺北市,松山區,民生東路3段113巷6弄3號1樓,02-27195353,25.0585756928077,121.545934615353
POINT (121.553846857734 25.0514372222798),恆美學診所,臺北市,松山區,南京東路4段56號2樓,25776622,25.0514372222798,121.553846857734
POINT (121.545739042954 25.0536919497671),爾雅中醫診所,臺北市,松山區,慶城街24號5樓,,25.0536919497671,121.545739042954
POINT (121.576343565368 25.0501967491106),松新牙醫診所,臺北市,松山區,八德路4段687號2樓及689號2樓,02-27662256,25.0501967491106,121.576343565368
POINT (121.561267603775 25.0512669238003),欣百漢中醫診所,臺北市,松山區,南京東路5段80號1、2、3樓,27631523,25.0512669238003,121.561267603775
POINT (121.549298332411 25.0469149949988),誠楷牙醫診所,臺北市,松山區,敦化南路1段7號3樓,0-25702685,25.0469149949988,121.549298332411
POINT (121.561676990452 25.0584684175338),民生漢唐中醫診所,臺北市,松山區,民生東路5段138巷3號2樓之5,02-27475629,25.0584684175338,121.561676990452
POINT (121.557434038379 25.0517706051944),麗得醫美整形外科診所,臺北市,松山區,南京東路5段1號5樓,27606101,25.0517706051944,121.557434038379
POINT (121.565148249033 25.0543909054887),南京安澐診所,臺北市,松山區,健康路303號(1樓),02-27667800,25.0543909054887,121.565148249033
POINT (121.54855920303 25.0504527635066),佳思優醫美整形診所,臺北市,松山區,敦化北路8號1樓(1、2層),27095585,25.0504527635066,121.54855920303
POINT (121.565190821619 25.0612059066547),大衛牙醫診所,臺北市,松山區,富錦街527號1樓,27660709,25.0612059066547,121.565190821619
POINT (121.545358931357 25.0603401865714),光與綠牙醫診所,臺北市,松山區,復興北路361巷8號1樓,02-25015018,25.0603401865714,121.545358931357
POINT (121.544746480581 25.0488257674028),守葳診所,臺北市,松山區,南京東路3段256巷46號1、2樓,27511775,25.0488257674028,121.544746480581
POINT (121.54451212747 25.0602171800777),安德森整形外科診所,臺北市,松山區,復興北路337號3樓,27123373,25.0602171800777,121.54451212747
POINT (121.566229224509 25.0508065072764),彥明中醫診所,臺北市,松山區,南京東路5段250巷2弄1之1號1樓、1之2號(1樓),27495959,25.0508065072764,121.566229224509
POINT (121.545294413545 25.0544301925307),頤鳴堂中醫診所,臺北市,松山區,長春路446號(1樓),02-27199339,25.0544301925307,121.545294413545
POINT (121.560373781613 25.0590309273367),民生瀚威中醫診所,臺北市,松山區,新中街25號1樓,27568266,25.0590309273367,121.560373781613
POINT (121.554318909414 25.0518255581234),佑達骨科診所,臺北市,松山區,南京東路4段95號1樓,02-25457958,25.0518255581234,121.554318909414
POINT (121.548001494882 25.0610437996705),弘宇診所,臺北市,松山區,民權東路三段160巷7號,02-27128875,25.0610437996705,121.548001494882
POINT (121.549294562921 25.0478601059306),依定美時尚診所,臺北市,松山區,八德路3段2號2樓,,25.0478601059306,121.549294562921
POINT (121.558050933636 25.050861075193),泰安親親家庭診所,臺北市,松山區,光復北路97號,27605036,25.050861075193,121.558050933636
POINT (121.562822201178 25.0543135511842),伍德中醫診所,臺北市,松山區,健康路231號,,25.0543135511842,121.562822201178
POINT (121.545783077292 25.053733478008),恩緹悠活時尚診所,臺北市,松山區,慶城街24號4樓,,25.053733478008,121.545783077292
POINT (121.565948062232 25.0625832975141),大友牙醫診所,臺北市,松山區,撫遠街350之1號(1樓),27627275,25.0625832975141,121.565948062232
POINT (121.544993679717 25.0520376253766),耀渼麗醫學美容診所,臺北市,松山區,南京東路3段259號4樓,25461917,25.0520376253766,121.544993679717
POINT (121.553578486341 25.0467817858917),康健診所,臺北市,松山區,延吉街9之4號(1樓)及11號2樓,25779682,25.0467817858917,121.553578486341
POINT (121.546164669478 25.0618254564342),立健美診所,臺北市,松山區,民權東路3段130號1樓,25140268,25.0618254564342,121.546164669478
POINT (121.562333266475 25.0607374215222),鈞賀診所,臺北市,松山區,富錦街462號,27601155,25.0607374215222,121.562333266475
POINT (121.565830861105 25.0589276992585),黎博彥診所,臺北市,松山區,民生東路五段230號,27682802,25.0589276992585,121.565830861105
POINT (121.546058347506 25.0588520808397),怡碩視光眼科診所,臺北市,松山區,復興北路313巷28號,25462219,25.0588520808397,121.546058347506
POINT (121.544452419544 25.0564505638367),景仲牙醫診所,臺北市,松山區,復興北路215號,0227129980,25.0564505638367,121.544452419544
POINT (121.544086855141 25.0454108568351),微風牙醫診所,臺北市,松山區,復興南路1段51號2樓,2772-3738,25.0454108568351,121.544086855141
POINT (121.559561553642 25.0517147578438),麥茵茲美形診所,臺北市,松山區,南京東路5段71號2樓之3、2樓之4及3樓之5,27160377,25.0517147578438,121.559561553642
POINT (121.554202245899 25.0466679100329),哲伸牙醫診所,臺北市,松山區,八德路三段106巷50號,0225788252,25.0466679100329,121.554202245899
POINT (121.550415267609 25.0542155332814),永承診所,臺北市,松山區,敦化北路155巷9號地下一層,27182518、27182618、,25.0542155332814,121.550415267609
POINT (121.566101667402 25.0527507478497),小林牙醫診所,臺北市,松山區,南京東路五段291巷32號,0227615141,25.0527507478497,121.566101667402
POINT (121.544234424221 25.0508587247075),韓后國際健康醫美診所,臺北市,松山區,復興北路69號10樓,27116299,25.0508587247075,121.544234424221
POINT (121.560077040591 25.0587757284801),詹前俊小兒科診所,臺北市,松山區,民生東路五段105號,0227653039,25.0587757284801,121.560077040591
POINT (121.561819262401 25.0512535048058),樂福牙醫診所,臺北市,松山區,南京東路五段100號、102號6樓之1,(02)2742-2222,25.0512535048058,121.561819262401
POINT (121.545446815053 25.0561630515406),臻品絕色診所,臺北市,松山區,興安街157號,2717-1157,25.0561630515406,121.545446815053
POINT (121.563307853322 25.0512263469802),微醫未來美學診所,臺北市,松山區,南京東路5段166、168號11樓,27680205,25.0512263469802,121.563307853322
POINT (121.563745701901 25.0538943324503),松山信合美眼科診所,臺北市,松山區,三民路9號、9之3號、9之4號、9之5號、9之6號、9之8號,27562626,25.0538943324503,121.563745701901
POINT (121.547286310382 25.0519886372081),美人魚時尚婦產科診所,臺北市,松山區,南京東路三段331號9樓,27191212,25.0519886372081,121.547286310382
POINT (121.557149657464 25.0482493411713),佑家診所,臺北市,松山區,八德路三段233號,25785658,25.0482493411713,121.557149657464
POINT (121.565842078898 25.0582660103938),嘉一牙醫診所,臺北市,松山區,新東街11巷3號1樓,02-27665636,25.0582660103938,121.565842078898
POINT (121.565394830595 25.058237397762),新東牙醫診所,臺北市,松山區,新東街11巷15--1號1樓,0227616182,25.058237397762,121.565394830595
POINT (121.562980647737 25.051656367747),本質牙醫診所,臺北市,松山區,南京東路5段167號(實際營業地址:1、2層),,25.051656367747,121.562980647737
POINT (121.556998082064 25.0482339723716),大統牙醫診所,臺北市,松山區,八德路三段225號2樓－4,0225784422,25.0482339723716,121.556998082064
POINT (121.557536780918 25.0517504653902),雅客牙醫診所,臺北市,松山區,南京東路五段3號4樓,2761-7300,25.0517504653902,121.557536780918
POINT (121.550405114551 25.0579633942929),峰牙醫診所,臺北市,松山區,民生東路四段49號、53號地下1樓,0227120199,25.0579633942929,121.550405114551
POINT (121.546806150441 25.0519823206845),佳利安診所,臺北市,松山區,南京東路3段305號8樓,27182578,25.0519823206845,121.546806150441
POINT (121.555943716195 25.0584602401474),王俊彰耳鼻喉科診所,臺北市,松山區,民生東路五段17號,0227665698,25.0584602401474,121.555943716195
POINT (121.544216541512 25.0499849417294),芯橙診所,臺北市,松山區,復興北路33號6樓,27310233,25.0499849417294,121.544216541512
POINT (121.548526864194 25.0591374557593),藍明賢牙醫診所,臺北市,松山區,敦化北路222巷1之1號1樓,0287123003,25.0591374557593,121.548526864194
POINT (121.545108574861 25.0534206096133),髮王植髮診所,臺北市,松山區,慶城街21之3號3樓,2546-8989,25.0534206096133,121.545108574861
POINT (121.552137938481 25.0455112373348),朱家庭醫學科診所,臺北市,松山區,八德路3段12巷57弄39之1號1樓,,25.0455112373348,121.552137938481
POINT (121.556189959189 25.0481625161404),車參薇小兒科診所,臺北市,松山區,八德路三段195號1樓,0225770101,25.0481625161404,121.556189959189
POINT (121.559913806729 25.0567281632614),繼康美學牙醫診所,臺北市,松山區,延壽街337號1樓,27566558,25.0567281632614,121.559913806729
POINT (121.549298332411 25.0469149949988),奧斯卡眼科診所,臺北市,松山區,敦化南路1段7號2樓及3樓之1,2570-2299,25.0469149949988,121.549298332411
POINT (121.549962379341 25.047533547928),弘祐中醫診所,臺北市,松山區,八德路三段12巷4弄15號,2570-3969,25.047533547928,121.549962379341
POINT (121.566026730452 25.0594177443316),蔡恭禮內兒科診所,臺北市,松山區,新東街28號之2,27600208,25.0594177443316,121.566026730452
POINT (121.55007704911 25.0462669672692),益茂中醫診所,臺北市,松山區,八德路三段12巷52弄10號,25474767,25.0462669672692,121.55007704911
POINT (121.552367667195 25.0581542831565),方一強眼科診所,臺北市,松山區,民生東路四段101號2樓,0287126815,25.0581542831565,121.552367667195
POINT (121.563910529303 25.0604596073424),得揚牙醫診所,臺北市,松山區,三民路136巷42號,0227616784,25.0604596073424,121.563910529303
POINT (121.56601166716 25.0500188262418),揚登牙醫診所,臺北市,松山區,南京東路五段250巷9－3號1樓,0227467427,25.0500188262418,121.56601166716
POINT (121.557734229861 25.0502657844575),碧礽牙醫診所,臺北市,松山區,光復北路82號7樓,0225777888,25.0502657844575,121.557734229861
POINT (121.553331848979 25.0579584444069),元榜牙醫診所,臺北市,松山區,民生東路四段88號,0227162512,25.0579584444069,121.553331848979
POINT (121.557536781002 25.0517504653139),嬌妮美診所,臺北市,松山區,南京東路5段3號9樓,27531155,25.0517504653139,121.557536781002
POINT (121.546288116191 25.0586228731703),李美玲牙醫診所,臺北市,松山區,民生東路三段113巷11號2樓,0287124699,25.0586228731703,121.546288116191
POINT (121.56050593545 25.0601896578117),王躬仁診所,臺北市,松山區,新中街12之3號1樓,0227471321,25.0601896578117,121.56050593545
POINT (121.553771056149 25.0452221836198),宏昌牙醫診所,臺北市,松山區,延吉街49號,0225794491,25.0452221836198,121.553771056149
POINT (121.545835504947 25.0585841247416),佳斯緹牙醫診所,臺北市,松山區,民生東路3段113巷6弄5號1樓,,25.0585841247416,121.545835504947
POINT (121.556475265735 25.0517676251795),聖光眼科診所,臺北市,松山區,南京東路四段181、183號,02-2718-3663,25.0517676251795,121.556475265735
POINT (121.558220994228 25.0583036355606),勤美民生牙醫診所,臺北市,松山區,民生東路5段58號1樓,,25.0583036355606,121.558220994228
POINT (121.546616783297 25.0543884360738),慶城牙醫診所,臺北市,松山區,長春路480號(1樓)及敦化北路120巷64號2樓,02-25450728,25.0543884360738,121.546616783297
POINT (121.559363573209 25.0587815918053),民昇中醫診所,臺北市,松山區,民生東路五段87號,02-37656099,25.0587815918053,121.559363573209
POINT (121.5523917095 25.0464545836025),仁惠牙醫診所,臺北市,松山區,八德路三段74巷64號,0225787185,25.0464545836025,121.5523917095
POINT (121.556762212801 25.0479762138159),仲佑中醫診所,臺北市,松山區,八德路三段212號1樓,25706899,25.0479762138159,121.556762212801
POINT (121.553875029786 25.0518307457402),康河牙醫診所,臺北市,松山區,南京東路四段77號2樓,02-27189090,25.0518307457402,121.553875029786
POINT (121.553426841663 25.04687063756),正一中醫診所,臺北市,松山區,延吉街18號1樓,25783391,25.04687063756,121.553426841663
POINT (121.555504558438 25.055191533015),松原復健診所,臺北市,松山區,光復北路206號,87123552,25.055191533015,121.555504558438
POINT (121.560693625245 25.0512777985078),泰康牙醫診所,臺北市,松山區,南京東路五段64號3樓,27618651,25.0512777985078,121.560693625245
POINT (121.553245564799 25.0465809190896),光一診所,臺北市,松山區,延吉街22巷1號1樓,25785233,25.0465809190896,121.553245564799
POINT (121.550865621417 25.0518958886576),何兆芬健康診所,臺北市,松山區,南京東路四段47號2樓,25451611,25.0518958886576,121.550865621417
POINT (121.554962516779 25.0479803425284),康瑞耳鼻喉科診所,臺北市,松山區,八德路三段154號1樓,0225790045,25.0479803425284,121.554962516779
POINT (121.546506999794 25.0388719997292),美式診所,臺北市,大安區,敦化南路1段270巷34號1樓及地下1樓,27213069,25.0388719997292,121.546506999794
POINT (121.545375165938 25.0418550021887),恩典中醫診所,臺北市,大安區,忠孝東路4段51之6號(7樓),27210238,25.0418550021887,121.545375165938
POINT (121.55421594447 25.0412026328696),延吉美皮膚專科診所,臺北市,大安區,忠孝東路四段250號3樓之1、3樓之2,02-87718906,25.0412026328696,121.55421594447
POINT (121.543496464698 25.0396916265555),奧美醫美診所,臺北市,大安區,復興南路一段200號4樓,27116168,25.0396916265555,121.543496464698
POINT (121.557108787671 25.0415617037032),王修含皮膚科診所,臺北市,大安區,忠孝東路四段333號4樓,27812100,25.0415617037032,121.557108787671
POINT (121.55393195715 25.0412042263431),嘉仕美整形外科診所,臺北市,大安區,忠孝東路4段230號2樓,02-27310909,25.0412042263431,121.55393195715
POINT (121.552890039645 25.0422136073222),加得牙醫診所,臺北市,大安區,忠孝東路四段223巷9號2樓,87715525,25.0422136073222,121.552890039645
POINT (121.546562734877 25.0420948547634),晶晏時尚診所,臺北市,大安區,忠孝東路4段67之3號4樓,02-87713068,25.0420948547634,121.546562734877
POINT (121.550424349061 25.0391298368683),詹成晚牙醫診所,臺北市,大安區,安和路1段29號15樓,27521030,25.0391298368683,121.550424349061
POINT (121.531108505611 25.0202065021841),主愛心靈診所,臺北市,大安區,羅斯福路3段269巷39號1樓,23651224,25.0202065021841,121.531108505611
POINT (121.542805102794 25.0422760692525),志清牙醫診所,臺北市,大安區,安東街54號,27755456,25.0422760692525,121.542805102794
POINT (121.552576729794 25.0416622176696),雅丰美膚診所,臺北市,大安區,忠孝東路4段221號5樓,02-87735306,25.0416622176696,121.552576729794
POINT (121.530692650107 25.023848769732),吉升堂中醫診所,臺北市,大安區,泰順街44巷13號,23625430,25.023848769732,121.530692650107
POINT (121.548465284325 25.0362059745572),吳濬哲骨科診所,臺北市,大安區,敦化南路1段294號,27542658,25.0362059745572,121.548465284325
POINT (121.526114876015 25.0289694676679),昇陽中醫診所,臺北市,大安區,潮州街85號、金山南路2段148號2樓之1,33936980,25.0289694676679,121.526114876015
POINT (121.54730799349 25.041154547618),美安診所,臺北市,大安區,忠孝東路4段120之11號11樓,27360725,25.041154547618,121.54730799349
POINT (121.555677381008 25.0350840750794),夏爾診所,臺北市,大安區,信義路4段265巷52號、54號,02-2325-5508,25.0350840750794,121.555677381008
POINT (121.548358887149 25.0241739912406),舊金山牙醫診所,臺北市,大安區,敦化南路2段168號3樓,27328696,25.0241739912406,121.548358887149
POINT (121.543874370372 25.0364998998753),優活麗診所,臺北市,大安區,復興南路1段259號12樓之1,27848658,25.0364998998753,121.543874370372
POINT (121.531461162112 25.025631159772),王叔岩牙醫診所,臺北市,大安區,泰順街10號,0223637345,25.025631159772,121.531461162112
POINT (121.529810864006 25.0197159299082),保仁牙醫診所,臺北市,大安區,羅斯福路三段227號3樓,0223632401,25.0197159299082,121.529810864006
POINT (121.545918067813 25.0366747980635),及人牙醫診所,臺北市,大安區,大安路一段170號2樓－1,0227086512,25.0366747980635,121.545918067813
POINT (121.528451147304 25.0302246513058),麗水牙醫診所,臺北市,大安區,金華街199巷1弄8號,0223947212,25.0302246513058,121.528451147304
POINT (121.553521416128 25.0320456928451),八號牙醫診所,臺北市,大安區,通安街19巷1號,02-27081227,25.0320456928451,121.553521416128
POINT (121.545296173323 25.0335365469854),奕品牙醫診所,臺北市,大安區,信義路四段55號4樓,27089190,25.0335365469854,121.545296173323
POINT (121.535013714429 25.0255530580122),永峰台北牙醫診所,臺北市,大安區,新生南路三段7之1號,23684618,25.0255530580122,121.535013714429
POINT (121.55512959567 25.0385827963045),佳德牙醫診所,臺北市,大安區,延吉街186號2樓,0227773568,25.0385827963045,121.55512959567
POINT (121.557400893007 25.04113262411),翰佑牙醫診所,臺北市,大安區,忠孝東路四段330號1樓,0227110508,25.04113262411,121.557400893007
POINT (121.553168936624 25.0406892546478),白宮牙醫診所,臺北市,大安區,忠孝東路四段216巷11弄4號2Ｆ,0227511990,25.0406892546478,121.553168936624
POINT (121.554810562728 25.0397507275742),聖心牙醫診所,臺北市,大安區,延吉街140號2樓,0227312751,25.0397507275742,121.554810562728
POINT (121.543710196541 25.028678360241),楷鈞診所,臺北市,大安區,復興南路2段139號3樓,27091188,25.028678360241,121.543710196541
POINT (121.525906854141 25.0277766670443),杏心診所,臺北市,大安區,金山南路二段218號5樓,23278799,25.0277766670443,121.525906854141
POINT (121.549839957442 25.0396682883753),馬大勳婦產科診所,臺北市,大安區,安和路一段11號2樓－1,0227527321,25.0396682883753,121.549839957442
POINT (121.550500597425 25.0412823072371),適健復健科診所,臺北市,大安區,忠孝東路4段166號8樓、9樓,87717039,25.0412823072371,121.550500597425
POINT (121.506736394599 25.0410769102629),雅意牙醫診所,臺北市,萬華區,漢中街191號,23886608,25.0410769102629,121.506736394599
POINT (121.508598290168 25.0446995165787),君綺時尚診所,臺北市,萬華區,中華路一段90號10樓,02-2388-3333,25.0446995165787,121.508598290168
POINT (121.504353688808 25.0400665918221),同仁院醫療財團法人貴陽診所,臺北市,萬華區,昆明街169號(1樓),02-23888701,25.0400665918221,121.504353688808
POINT (121.502864834511 25.0295779379935),旭日牙醫診所,臺北市,萬華區,西藏路117號1樓,23012000,25.0295779379935,121.502864834511
POINT (121.499207884957 25.0359226418084),佳德內科診所,臺北市,萬華區,西園路一段200號2樓,02-23022276,25.0359226418084,121.499207884957
POINT (121.496633092273 25.0352179954394),和煦診所,臺北市,萬華區,和平西路3段216號1樓,23080368,25.0352179954394,121.496633092273
POINT (121.49573110182 25.0292951060924),賴耳鼻喉科診所,臺北市,萬華區,西園路二段194－1號,0223049026,25.0292951060924,121.49573110182
POINT (121.496344890156 25.0260257209142),仁康牙醫診所,臺北市,萬華區,東園街60之1號(1樓),23092592,25.0260257209142,121.496344890156
POINT (121.507549706563 25.0410505889763),京采美醫診所,臺北市,萬華區,中華路一段170號3樓、3樓之1及3樓之2,23713877,25.0410505889763,121.507549706563
POINT (121.5057173012 25.0407275418765),博安中醫診所,臺北市,萬華區,長沙街2段51號1樓,0223313089,25.0407275418765,121.5057173012
POINT (121.505299024021 25.0258551972576),可為診所,臺北市,萬華區,青年路24號(1樓),23370111,25.0258551972576,121.505299024021
POINT (121.500594877866 25.0264913337163),益銓診所,臺北市,萬華區,萬大路233號,2333-1323,25.0264913337163,121.500594877866
POINT (121.507549706302 25.0410505916588),台新美學牙醫診所,臺北市,萬華區,中華路1段170號2樓之1,02-23888581,25.0410505916588,121.507549706302
POINT (121.507657365581 25.0420020703614),城中瑪麗安婦產科診所,臺北市,萬華區,成都路4號2樓、中華路一段158號(實際開業地址2樓),23813500,25.0420020703614,121.507657365581
POINT (121.494545253099 25.0358130505267),正一牙醫診所,臺北市,萬華區,和平西路三段261號,0223061298,25.0358130505267,121.494545253099
POINT (121.508736146828 25.0247386600068),仁真牙醫診所,臺北市,萬華區,國興路10號1樓、12號1樓,0223014215,25.0247386600068,121.508736146828
POINT (121.500310091594 25.0259483640351),蔣富強皮膚專科診所,臺北市,萬華區,萬大路264號、264號2樓,23053232,25.0259483640351,121.500310091594
POINT (121.500373616974 25.029144683036),全心中醫診所,臺北市,萬華區,萬大路138號1樓、138之1號1樓,23375592,25.029144683036,121.500373616974
POINT (121.501369290445 25.0354288329358),氧樂多牙醫診所,臺北市,萬華區,康定路229號4樓,02-33225718,25.0354288329358,121.501369290445
POINT (121.49952389783 25.022644648752),久久牙醫診所,臺北市,萬華區,萬大路385號1樓,02-23059990,25.022644648752,121.49952389783
POINT (121.494733652045 25.025380177702),復安診所,臺北市,萬華區,寶興街115號1樓、117號1樓,23039909,25.025380177702,121.494733652045
POINT (121.497929458262 25.0201502538998),東京生活診所,臺北市,萬華區,萬大路491號(1、2樓),02-23090990,25.0201502538998,121.497929458262
POINT (121.549184106859 25.0007589113621),慧安堂中醫診所,臺北市,文山區,興隆路二段179號,29335278,25.0007589113621,121.549184106859
POINT (121.542843925851 24.9906434436352),仁泰牙醫診所,臺北市,文山區,景興路238巷3號,0229328907,24.9906434436352,121.542843925851
POINT (121.574537433727 24.9886913270098),樸園牙醫診所,臺北市,文山區,指南路二段45巷8號1樓,0229364720,24.9886913270098,121.574537433727
