WKT,醫療院所,縣市,鄉鎮市區,地址,電話
"POINT (120.970997782299 23.9641039258452)",裕生中醫診所,南投縣,埔里鎮,四維路26-1號1樓,049-2423232
"POINT (120.965310659466 23.9658450109026)",黃稚晴診所,南投縣,埔里鎮,南昌街198號1樓,
"POINT (120.973070439444 23.9700667397021)",悅心診所,南投縣,埔里鎮,中華路194號1樓,049-2918891
"POINT (120.968669460285 23.9609687449156)",日光診所,南投縣,埔里鎮,忠孝路31號1樓,049-2992536
"POINT (120.976910006395 23.9709484749532)",惠承診所,南投縣,埔里鎮,和平東路417號1樓,049-2420453
"POINT (120.971011151108 23.9715488462393)",平安中醫診所,南投縣,埔里鎮,八德路12-2號,049-2930200
"POINT (120.965632628903 23.9652398280497)",惠安診所,南投縣,埔里鎮,西安路一段70號1.2F,049-2902467
"POINT (120.965871062221 23.965422640715)",黃正誠診所,南投縣,埔里鎮,西安路一段76號,049-2982577
"POINT (120.975830068929 23.9651113847162)",成安牙醫診所,南投縣,埔里鎮,忠孝路353號,049-2999802
"POINT (120.956619837722 23.9708786164453)",維美診所,南投縣,埔里鎮,信義路1041號1樓,
"POINT (120.965431159218 23.9657318066843)",劉春輝診所,南投縣,埔里鎮,南昌街190號,049-2999197
"POINT (120.964307453919 23.9667253491389)",芸通耳鼻喉科診所,南投縣,埔里鎮,南昌街232號,049-2996790
"POINT (120.963212295842 23.9660945524498)",賴雅雲眼科診所(張大川聯合診所),南投縣,埔里鎮,中山路三段89號1樓,049-2998980
"POINT (120.687525348758 23.9738010243997)",草屯中醫診所,南投縣,草屯鎮,中興路290號1、2樓,049-2322138
"POINT (120.684113498023 23.9740062329225)",安心復健科診所,南投縣,草屯鎮,中興路138號1~2樓,049-2333874
"POINT (120.685939334372 23.9847364978326)",惠和醫院,南投縣,草屯鎮,平等街140號,049-2321188
"POINT (120.684684489423 23.9762034756417)",益泉牙醫診所,南投縣,草屯鎮,和興三街20號1樓,049-2301796
"POINT (120.680873397673 23.9582520399305)",永隆中醫診所,南投縣,草屯鎮,太平路1段95-1號1-2樓,049-2390030
"POINT (120.682921980485 23.9771883045393)",白奇憲診所,南投縣,草屯鎮,中山街154、156號1樓,049-2353636
"POINT (120.683422328547 23.9747121808794)",王診所,南投縣,草屯鎮,太平路二段231號,049-2326706
"POINT (120.686034595884 23.9728025676052)",安馨牙醫診所,南投縣,草屯鎮,虎山路677號1、2樓,049-2336637
"POINT (121.457409181321 25.0879945161317)",許修平診所,新北市,蘆洲區,長安街290號1樓,"22881202"
"POINT (121.461393504972 25.0847171674337)",祥永中醫診所,新北市,蘆洲區,長榮路146號1樓,"22886677"
"POINT (121.458645786324 25.0837682956277)",健安診所,新北市,蘆洲區,長安街265號1樓,"22826588"
"POINT (121.458645786324 25.0837682956277)",建安診所,新北市,蘆洲區,長安街265號1樓,"22826588"
"POINT (121.473313555087 25.0802928392391)",京典牙醫診所,新北市,蘆洲區,中山一路245.245之1.247.247之1號1樓,02-82855500
"POINT (121.478241046904 25.0892775896124)",安馨婦產科診所,新北市,蘆洲區,民族路203號1樓,(02)22827458
"POINT (121.475886654669 25.0872539140972)",禾新牙醫診所,新北市,蘆洲區,復興路63號1、2樓,(02)82811998
"POINT (121.476094339496 25.0906428697175)",兒樂吉診所,新北市,蘆洲區,民族路267號1樓,02-22812787
"POINT (121.461147458055 25.084423127143)",合安堂中醫診所,新北市,蘆洲區,長榮路179號1樓,02-22813581
"POINT (121.476575002806 25.0878835121334)",沅昇復健科診所,新北市,蘆洲區,復興路87巷6號、6-1號、8-1號1樓,02-82856259
"POINT (121.47093911972 25.0824883676023)",六福診所,新北市,蘆洲區,中正路45號1樓,(02)82852066
"POINT (121.459767661198 25.0868074597956)",愛麗生婦產科診所,新北市,蘆洲區,長榮路323號1-5樓及325號2-5樓,02-22890666
"POINT (121.471955398344 25.0815343616509)",俊亨婦產科診所,新北市,蘆洲區,中山二路135號1-4樓,(02)22838078
"POINT (121.476176112085 25.0871799041198)",杏美牙醫診所,新北市,蘆洲區,復興路112號1樓,(02)82812666
"POINT (121.478938847364 25.0854496088895)",華康牙醫診所,新北市,蘆洲區,信義路228號2樓,(02)22896800
"POINT (121.462008693116 25.0836400390343)",愛林鑫北診所,新北市,蘆洲區,長榮路75號1樓,"0222883277"
"POINT (121.462673397374 25.0834086901541)",欣宥婦產科診所,新北市,蘆洲區,長榮路58號7樓、8樓,"82838555"
"POINT (121.462610017281 25.0909725106627)",愛樂親子診所,新北市,蘆洲區,長樂路168號1樓,"22832288"
"POINT (121.481917587115 25.0859286049533)",集安診所,新北市,蘆洲區,集賢路238號2、3樓及240號2、3樓,02-22825711
"POINT (121.463911074957 25.0816678476298)",六善堂中醫診所,新北市,蘆洲區,中華街7號1樓,02-22898651
"POINT (121.472043085216 25.0817382014735)",心安牙醫診所,新北市,蘆洲區,中山二路120號1樓、2樓,02-82856311
"POINT (121.481752583406 25.083873313836)",成美牙醫診所,新北市,蘆洲區,重陽街62號1樓,02-82828241
"POINT (121.471612091582 25.0819534109574)",禾峰診所,新北市,蘆洲區,中正路8號1樓、2樓,02-82855090
"POINT (121.458363084565 25.0841667121862)",長安骨科診所,新北市,蘆洲區,長安街277號1樓,02-28485500
"POINT (121.48135689468 25.0851277948026)",蘆洲現代耳鼻喉科診所,新北市,蘆洲區,集賢路306號1樓,02-82811112
"POINT (121.464020304585 25.0792731030641)",明暘診所,新北市,蘆洲區,長安街26號1樓、1樓夾層、2樓及28號1樓、1樓夾層、2樓,02-22889800
"POINT (121.45905013465 25.0831770233127)",品鑽牙醫診所,新北市,蘆洲區,長安街247號1、2樓,"82860747"
"POINT (121.464937766783 25.08209367763)",盈綵牙醫診所,新北市,蘆洲區,光華路180號1樓,"82828755"
"POINT (121.471787645564 25.0865210809907)",華泰中醫診所,新北市,蘆洲區,三民路141號1樓,"82860376"
"POINT (121.459805211263 25.0867236557602)",百和中醫診所,新北市,蘆洲區,長榮路321號1樓,02-22888329
"POINT (121.460168765409 25.0910895435011)",遇見兒童牙醫診所,新北市,蘆洲區,長榮路692號1樓,8286-8818
"POINT (121.462048661115 25.0803440820138)",蘆美學牙醫診所,新北市,蘆洲區,長安街91號1樓、2樓,02-22820000
"POINT (121.460125850519 25.0909972371386)",遇見牙醫診所,新北市,蘆洲區,長榮路690號1樓,"22890601"
"POINT (121.46130603774 25.0835868424103)",容光皮膚專科診所,新北市,蘆洲區,中原路10號1樓及夾層,02-82866812
"POINT (121.464769291307 25.0918035483488)",家源牙醫診所,新北市,蘆洲區,三民路380號1、2樓,(02)8282-0819
"POINT (121.462141182206 25.0839425274147)",蘆洲大愛眼科診所,新北市,蘆洲區,長榮路96、98號1樓及夾層,"28472345"
"POINT (121.479430116133 25.0862151497255)",長興骨科診所,新北市,蘆洲區,民族路87號1樓、2樓,02-82858707
"POINT (121.468900236609 25.0831880994958)",黃皮醫師診所,新北市,蘆洲區,光華路42號1樓,(02)28480900
"POINT (121.46270254366 25.0828061312409)",蘆洲上禾內科診所,新北市,蘆洲區,長榮路47-1號1樓、47和47-1號2樓,02-82858522
"POINT (121.462617248281 25.0872376317276)",天佑復健診所,新北市,蘆洲區,長樂路82號1樓及86號1樓,"22888000"
"POINT (121.473193725266 25.0806440311107)",陳彥廷診所,新北市,蘆洲區,中山一路212號1樓,"0282850866"
"POINT (121.468900236609 25.0831880994958)",皮醫師蘆洲診所,新北市,蘆洲區,光華路42號1樓,2848-0920
"POINT (121.469491152196 25.0847756508941)",普惠牙醫診所,新北市,蘆洲區,中正路116號,
"POINT (121.470784991486 25.0826512899428)",健勇皮診所,新北市,蘆洲區,中正路55號1樓,(02)2288-5729
"POINT (121.472469942923 25.0816545494421)",啟安婦產科家庭醫學科診所,新北市,蘆洲區,中山二路111號1樓,"22826085"
"POINT (121.469578101599 25.0834823021372)",立博診所,新北市,蘆洲區,光華路20號1~4樓及中正路157號1樓,02-82850785
"POINT (121.458610491104 25.091082374551)",御森牙醫診所,新北市,蘆洲區,永平街32-1號1樓,"22826946"
"POINT (121.472152266485 25.0815743419846)",仁愛牙科診所,新北市,蘆洲區,中山二路123號,02 2823869
"POINT (121.475827779621 25.0815064691712)",佳聖診所,新北市,蘆洲區,中山一路129號6樓、7樓,02-22856555
"POINT (121.48135689468 25.0851277948026)",蘆洲集賢耳鼻喉科診所,新北市,蘆洲區,集賢路306號1樓,02-82811112
"POINT (121.462844291947 25.0902929295925)",家園牙醫診所,新北市,蘆洲區,光榮路97巷69號1樓（含夾層）,"0222856663"
"POINT (121.473445359049 25.0819189566089)",培元中醫診所,新北市,蘆洲區,中山二路69號,02 2810328
"POINT (121.458073701893 25.0847061884172)",同慶堂中醫診所,新北市,蘆洲區,長安街295號1樓,"22895799"
"POINT (121.459583605661 25.0823966547644)",得康中醫診所,新北市,蘆洲區,中原路41號1樓,"22898866"
"POINT (121.478690100867 25.0847621082894)",信義中醫診所,新北市,蘆洲區,信義路261號,"82831919"
"POINT (121.469461040227 25.0844238160802)",安美皮膚科診所,新北市,蘆洲區,中正路125號1樓,02-82823116
"POINT (121.474372896276 25.0823348724905)",新立中醫診所,新北市,蘆洲區,中山二路四十六巷十三號,02 22817900
"POINT (121.479669907722 25.0872367986682)",顏鴻仁家庭醫學科診所,新北市,蘆洲區,民族路127號,02 2831488
"POINT (121.475605368674 25.0824002463349)",東大眼科診所,新北市,蘆洲區,三民路19號1-2樓,2281-9988
"POINT (121.478572591915 25.0862382427335)",李明哲診所,新北市,蘆洲區,信義路246號1樓,"22885110"
"POINT (121.464644856453 25.0905792392654)",仁美診所,新北市,蘆洲區,中正路371號1、2、3樓,02-22828807
"POINT (121.478593340833 25.0855323220744)",民族診所,新北市,蘆洲區,民族路53號,"82857866"
"POINT (120.533599944096 23.7037777571262)",何正岳診所,雲林縣,斗六市,建成路115號,05-5328680
"POINT (120.54118703873 23.7076006842172)",李嘉盛小兒科診所,雲林縣,斗六市,太平路一六九號,05 5326466
"POINT (120.551652876018 23.7047711900657)",理仁牙醫診所,雲林縣,斗六市,成功路292、296號1、2樓,05-5333333
"POINT (120.547996785416 23.7034558497025)",堤雅墨牙醫診所,雲林縣,斗六市,莊敬路212號,0920-793010
"POINT (120.599720954912 23.7024984307738)",梅林診所,雲林縣,斗六市,梅林路275號,"055575711"
"POINT (120.538372298252 23.7008650330842)",吳佳錄診所,雲林縣,斗六市,中山路339號、339-1號,05-5376166
"POINT (120.540711475098 23.7133554491463)",長春中醫診所,雲林縣,斗六市,長春路29號,05-5350368
"POINT (120.54438847365 23.7122943115522)",莊德華內科診所,雲林縣,斗六市,省中街二十二號,05 5337962
"POINT (120.54280616508 23.7156875271846)",德安診所,雲林縣,斗六市,鎮北路145號,05-5379549
"POINT (120.541334647493 23.7079877745255)",維康牙醫診所,雲林縣,斗六市,太平路一三0號,05 5333463
"POINT (120.539048195968 23.708306683139)",佳佑牙醫診所,雲林縣,斗六市,西平路7號,05 5323446
"POINT (120.547354132072 23.7084988822338)",祐明眼科診所,雲林縣,斗六市,中華路226號1樓、2樓,05-5379648
"POINT (120.537107536468 23.703115572497)",上祐中醫診所,雲林縣,斗六市,民生南路107號,05-5329998
"POINT (120.555280810619 23.714385952201)",高可生中醫診所,雲林縣,斗六市,安順街73號,05 5354478
"POINT (120.544607283693 23.7083057141407)",淳安耳鼻喉科診所,雲林縣,斗六市,中正路83號1樓,05-5371625
"POINT (120.52995374848 23.7022785388721)",佛教慈濟醫療財團法人斗六慈濟醫院,雲林縣,斗六市,雲林路二段248號,05-5372000
"POINT (120.540786469334 23.7079005471017)",康橋牙醫診所,雲林縣,斗六市,中山路103號1、2樓,05-5330998
"POINT (120.550606480445 23.705760974621)",重德中醫診所,雲林縣,斗六市,成功路407號,"5322900"
"POINT (120.538050293715 23.7058218886062)",新生中醫診所,雲林縣,斗六市,六合街97號,"0922328273"
"POINT (120.538756951091 23.7126547082649)",安賢中醫診所,雲林縣,斗六市,上海路136號1樓,05-5362968
"POINT (120.525929400046 23.6976618311369)",國立臺灣大學醫學院附設醫院雲林分院,雲林縣,斗六市,雲林路二段579號,05-5323911
"POINT (120.553127230451 23.7050403864426)",林鼎中醫診所,雲林縣,斗六市,16鄰榮譽路67-1號1樓,"5338645"
"POINT (120.547441231834 23.708496879538)",侑群診所,雲林縣,斗六市,中華路232號,05-5330126
"POINT (120.54449119196 23.7108141910587)",廖森喜耳鼻喉科診所,雲林縣,斗六市,中正路2號,05 350070
"POINT (120.548326194607 23.7066420495442)",侯榮郎婦產科診所,雲林縣,斗六市,成功路一四六號,05 5352078
"POINT (120.543558000343 23.7099612928856)",葉欽銘牙醫診所,雲林縣,斗六市,公正街10號,05 5324857
"POINT (120.540945298321 23.707322754826)",仁德牙醫診所,雲林縣,斗六市,太平路185號,05 5342863
"POINT (120.550779372968 23.7095405095904)",啟恩牙醫診所,雲林縣,斗六市,大同路300－13號,05-5354277
"POINT (120.528063536649 23.7000775738516)",張森豪牙醫診所,雲林縣,斗六市,府東街29號1樓,05-5330119
"POINT (120.541594145755 23.7080675534845)",東泰牙醫診所,雲林縣,斗六市,太平路143號,05-5374733
"POINT (120.541927018141 23.7097144770053)",誠品牙醫診所,雲林縣,斗六市,中山路十九號,05-5375307
"POINT (120.544605895283 23.7064170523815)",蔡坤彬牙醫診所,雲林縣,斗六市,中正路一三九之二號,05-5352171
"POINT (120.5477976236 23.7098004595425)",一品堂中醫診所,雲林縣,斗六市,永安路46號,05-5378567
"POINT (120.549069888753 23.7084775243807)",弘恩中醫診所,雲林縣,斗六市,中華路288號1樓,05-5376316
"POINT (120.550873783965 23.7111814853336)",居千堂中醫診所,雲林縣,斗六市,文化路212號,"5379528"
"POINT (120.541112334993 23.7075101654886)",長城牙醫診所,雲林縣,斗六市,太平路175號,"055330288"
"POINT (120.5467237288 23.7085109428445)",芳仁牙醫診所,雲林縣,斗六市,中華路204號,"055339369"
"POINT (120.548799246542 23.7108666335825)",洪揚醫院,雲林縣,斗六市,文化路138號,05 5323039
"POINT (120.546964617222 23.7083297895054)",安生醫院,雲林縣,斗六市,永樂街120號,05 5325386
"POINT (120.5478049695 23.7105232446859)",明堂骨科診所,雲林縣,斗六市,永安路10－1號,"055338795"
"POINT (120.546964062852 23.7110747343412)",黃茂生外科泌尿科診所,雲林縣,斗六市,東里文化路35號,05 5321323
"POINT (120.546334888154 23.7085129638444)",王神經內科診所,雲林縣,斗六市,中華路186號,"055338688"
"POINT (120.542039657535 23.7098945018547)",以斯帖診所,雲林縣,斗六市,中山路九十之一號一樓,"5332695"
"POINT (120.551697943945 23.708457348226)",永安診所,雲林縣,斗六市,中華路四六八號,"5376998"
"POINT (120.543257728493 23.7115918970415)",啊波羅小兒科診所,雲林縣,斗六市,鎮北路7號、9號,05-5350099
"POINT (120.529116756163 23.7012225877294)",雲萱診所,雲林縣,斗六市,雲林路二段三三三號,"5371688"
"POINT (120.538533142713 23.7016444622272)",小幼苗小兒科診所,雲林縣,斗六市,中山路311號,05-5362982
"POINT (120.536914024539 23.7038202151579)",幼雯婦產科診所,雲林縣,斗六市,民生南路122號,
"POINT (120.544886338111 23.7095335844243)",葉雲宇復健科診所,雲林縣,斗六市,大同路122號,05 5328708
"POINT (120.585104067648 23.7240167606744)",宏仁診所,雲林縣,斗六市,石榴路122－3號,"5575325"
"POINT (120.544895819952 23.7096555135911)",林政宏皮膚科診所,雲林縣,斗六市,大同路九十五號,05 5322468
"POINT (120.537146320475 23.7117751903061)",益康診所,雲林縣,斗六市,上海路47號,05-5371501
"POINT (120.541633973991 23.7081198632568)",高銘眼科診所,雲林縣,斗六市,太平路141號,05-5376868
"POINT (120.54508421478 23.709653358614)",簡光甫診所,雲林縣,斗六市,大同路一0三號,05 5330990
"POINT (120.54447938883 23.7104005950003)",吳景文診所,雲林縣,斗六市,中正路14號,05-5326372
"POINT (120.542550130909 23.7112352999888)",優生耳鼻喉科診所,雲林縣,斗六市,愛國街2－4號,"055328693"
"POINT (120.547588748756 23.7086602974517)",黃文顯診所,雲林縣,斗六市,中華路225號,05 5342268
"POINT (120.552596459258 23.7092825570618)",蘇耳鼻喉科診所,雲林縣,斗六市,鎮東路105號,05 5330337
"POINT (120.547310423552 23.7108807059313)",林金花眼科診所,雲林縣,斗六市,文化路78號,05-5345596
"POINT (120.547838347707 23.7110733184288)",蔡皮膚科診所,雲林縣,斗六市,文化路61號,05 5340840
"POINT (120.552453219485 23.7104505900126)",劉添萬診所,雲林縣,斗六市,鎮東路54號,05 5345008
"POINT (120.54024185448 23.7074123183388)",龍昇牙醫診所,雲林縣,斗六市,中山路90－10號,05 5340056
"POINT (120.539393519207 23.7047496391329)",保順牙醫診所,雲林縣,斗六市,中山路193號,05 5325917
"POINT (120.544468771244 23.7090524259491)",東市葉牙醫診所,雲林縣,斗六市,中正路50、52、54號,05 5323462
"POINT (120.547289126006 23.7084982405955)",成泰牙醫診所,雲林縣,斗六市,中華路222號1樓,05-5337289
"POINT (120.541656621449 23.714605526518)",澄杏牙醫診所,雲林縣,斗六市,上海路257號1樓,05-5371871
"POINT (120.547310423552 23.7108807059313)",登淵耳鼻喉科診所,雲林縣,斗六市,文化路78號,05 5345596
"POINT (120.536946367831 23.7135782774734)",黃憲唐中醫診所,雲林縣,斗六市,北平路42號,05 5329977
"POINT (120.544150527218 23.7085492555355)",劉中醫診所,雲林縣,斗六市,中華路98號,05-5362360
"POINT (120.539697862658 23.7155253512036)",自在中醫診所,雲林縣,斗六市,北平路117號,05-5374195
"POINT (120.530237105554 23.7154370449408)",洪進嘉婦產科診所,雲林縣,斗六市,西平路313號,"0985358831"
"POINT (120.550426218395 23.7056521845892)",梁碩仁診所,雲林縣,斗六市,成功路240號1樓,"5321827"
"POINT (120.544681375521 23.7051255717606)",黃啟明診所,雲林縣,斗六市,自由路一號,05-5321605
"POINT (120.479517825547 23.6750112969928)",健皓牙醫診所,雲林縣,斗南鎮,中山路66號,05 5954138
"POINT (120.502145723241 23.642161951691)",乾光中醫診所,雲林縣,斗南鎮,24號,"055976072"
"POINT (120.475032634464 23.6720222308078)",聖德中醫診所,雲林縣,斗南鎮,南昌西路52-1號,05 5971955
"POINT (120.476040988592 23.6737366827312)",狀元堂中醫診所,雲林縣,斗南鎮,延平路二段478號,05 5963633
"POINT (120.479617490548 23.6741059523557)",信安中醫診所,雲林縣,斗南鎮,民權路6之1號,05 5977717
"POINT (120.480385910813 23.673664269959)",劉泰成診所,雲林縣,斗南鎮,中山路12號,05 5964566
"POINT (120.478716629554 23.6728378620099)",莊診所,雲林縣,斗南鎮,南安街51號,"055972508"
"POINT (120.478538692837 23.6732073908689)",沈內小兒科診所,雲林縣,斗南鎮,南昌路138號,05 961488
"POINT (120.478746862928 23.6751025234991)",李牙醫診所,雲林縣,斗南鎮,光復街3號,05 5974060
"POINT (120.47896748724 23.6768252300566)",益元牙醫診所,雲林縣,斗南鎮,中正路101號,"055972428"
"POINT (120.476502136768 23.6710370054482)",正雲牙醫診所,雲林縣,斗南鎮,25鄰民生路78號,05-5968789
"POINT (120.480004327659 23.6742620204049)",賴成宏外科診所,雲林縣,斗南鎮,中山路36號,05 5972467
"POINT (120.480009746677 23.6748251310457)",瑞安耳鼻喉科診所,雲林縣,斗南鎮,新興街94號,05 5976399
"POINT (120.475878256618 23.675085169747)",上明眼科診所,雲林縣,斗南鎮,大成路5號,05 5976771
"POINT (120.479789302264 23.6742307067879)",古慧敏診所,雲林縣,斗南鎮,中山路37-1號,05-5970641
"POINT (120.480133123326 23.6733771802027)",黃診所,雲林縣,斗南鎮,南昌路80號,05-5972171
"POINT (120.476704590687 23.6752459829766)",宏佑診所,雲林縣,斗南鎮,文元街86號,05-5950456
"POINT (120.47766794404 23.676330540894)",賴牙醫診所,雲林縣,斗南鎮,中正路153號,05 5971591
"POINT (120.479290267043 23.6757797727897)",協和牙醫診所,雲林縣,斗南鎮,文元二街46號,05-5974097
"POINT (120.478437210477 23.6744454733141)",博仁診所,雲林縣,斗南鎮,新興街160號,"055972153"
"POINT (120.478490203367 23.673197294978)",小熊小兒科診所,雲林縣,斗南鎮,南昌路140號,05-5966775
"POINT (120.434501103605 23.7076659620952)",晶采牙醫診所,雲林縣,斗南鎮,中山路62號,"5953668"
"POINT (120.478928380455 23.6781572503527)",蘇育民中醫診所,雲林縣,斗南鎮,延平路二段241號1樓,05-5970911
"POINT (120.482088822076 23.6787740133104)",天主教中華道明修女會醫療財團法人天主教福安醫院,雲林縣,斗南鎮,文昌路110號,05-5952688
"POINT (120.473884110192 23.6764555296158)",益霖健康診所,雲林縣,斗南鎮,長安路1段115號,05-5968289
"POINT (120.478917765539 23.679133205117)",雲林縣斗南鎮衛生所,雲林縣,斗南鎮,福德街153號,"055973329"
"POINT (120.478717731834 23.6737958272208)",國際中醫診所,雲林縣,斗南鎮,民權路29、31號,05 5968379
"POINT (120.476913993811 23.6715789146853)",南昌診所,雲林縣,斗南鎮,五福路56號,
"POINT (120.480438111342 23.6736285067932)",益?診所,雲林縣,斗南鎮,中山路12號3~5樓,"0905617998"
"POINT (120.47967398988 23.6732125777225)",善全診所,雲林縣,斗南鎮,南昌路100號,05 5963080
"POINT (120.482233981398 23.6751928479874)",圓恆牙醫診所,雲林縣,斗南鎮,南昌路7號,05-5974801
"POINT (120.47746892951 23.6729992637264)",超群小兒科診所,雲林縣,斗南鎮,南昌路151號,05-5962088
"POINT (120.479508849573 23.6739358289268)",仲庚牙醫診所,雲林縣,斗南鎮,民權路九號,05 5977466
"POINT (120.48275318823 23.6411088243492)",石龜溪診所,雲林縣,斗南鎮,中和路50號,05-5979438
"POINT (120.47555095281 23.6776262836119)",永泰診所,雲林縣,斗南鎮,大同路69號1樓,05 5978256
"POINT (121.148942518634 22.7538019131504)",賜安中醫診所,臺東縣,臺東市,中山路354號2樓,089-328979
"POINT (121.150286178408 22.7526491123596)",全人中醫診所,臺東縣,臺東市,復興路188-1號1樓,089-347248
"POINT (121.14240906678 22.7682074760679)",懷恩復健科骨科診所,臺東縣,臺東市,中興路一段186號,
"POINT (121.146018578397 22.7547150004791)",雲品中醫診所,臺東縣,臺東市,博愛路470號1F、2F,089-355688
"POINT (121.127842864363 22.7828442333106)",楊國明身心科診所,臺東縣,臺東市,志航路一段298號,089-228865
"POINT (121.153913739871 22.7549338950638)",李旺駿耳鼻喉科診所,臺東縣,臺東市,中華路一段317號,089-310568
"POINT (121.154869285176 22.7544434464619)",東聖骨外科診所,臺東縣,臺東市,中正路183號,089-323599
"POINT (121.15206468277 22.7556007084883)",小太陽小兒科診所,臺東縣,臺東市,光明路124號,089-349106
"POINT (121.153355443464 22.7569665044277)",玉晟中醫診所,臺東縣,臺東市,光明路66之3號,089-335985
"POINT (121.379469149401 23.0999294293871)",臺東縣成功鎮衛生所,臺東縣,成功鎮,中山東路64號,"089851419"
"POINT (121.376917448002 23.1001087291195)",新港診所,臺東縣,成功鎮,中華路33號,"089850313"
"POINT (121.37296310679 23.1027571907727)",宏霖中醫診所,臺東縣,成功鎮,三民路三二號,089-852553
"POINT (121.377829408197 23.0992956385048)",衛生福利部臺東醫院成功分院,臺東縣,成功鎮,中山東路32號,089-854748
"POINT (121.380684295608 23.1023744689266)",陳仁祐診所,臺東縣,成功鎮,民生路143號,089-850851
"POINT (121.38002010077 23.1009527388842)",曾建元診所,臺東縣,成功鎮,中華路112號,089-851002
"POINT (121.37808914226 23.1018627989662)",耕仁診所,臺東縣,成功鎮,民權路52號,"089851483"
"POINT (121.163555366252 23.0457599964504)",大關山中醫診所,臺東縣,關山鎮,民權路1-3號,"811098"
"POINT (121.172677157076 23.0714079507965)",東興關山診所,臺東縣,關山鎮,永豐48-2號,089-931575
"POINT (121.161939999744 23.0476200002899)",劉牙醫診所,臺東縣,關山鎮,三民路廿七號,"089812456"
"POINT (121.162859292302 23.0477908518605)",永晴診所,臺東縣,關山鎮,中華路35號,"089814551"
"POINT (121.163853919248 23.0495704349244)",臺東縣關山鎮衛生所,臺東縣,關山鎮,中華路78號,"089810460"
"POINT (121.162730107991 23.0461019086478)",東民診所,臺東縣,關山鎮,民權路25號,089-811159
"POINT (121.163371628342 23.0485575679739)",民安診所,臺東縣,關山鎮,中華路58號,"089814568"
"POINT (121.166678967155 23.0572211022246)",佛教慈濟醫療財團法人關山慈濟醫院,臺東縣,關山鎮,和平路125之5號,089-814880
"POINT (121.162684110816 23.046276699218)",宏達牙醫診所,臺東縣,關山鎮,民權路16號,"089812438"
"POINT (121.092474066661 22.8573429441711)",初鹿診所,臺東縣,卑南鄉,文泰路8號,089-570618
"POINT (121.088068609113 22.7820711609823)",臺東縣卑南鄉衛生所,臺東縣,卑南鄉,和平路132號,089-382042
"POINT (121.088127388057 22.7795858213817)",太平診所,臺東縣,卑南鄉,太平路217號,"089383843"
"POINT (121.092132573909 22.8581856520427)",薛內科診所,臺東縣,卑南鄉,忠孝路一一九號,"089572358"
"POINT (121.092366269436 22.8574074331405)",同安堂中醫診所,臺東縣,卑南鄉,忠孝路200號,089-571011
"POINT (120.903720040921 22.3562894446954)",醫療財團法人南迴基金會南迴診所,臺東縣,大武鄉,大武街114號,
"POINT (120.907819085882 22.3641408912364)",臺東縣大武鄉衛生所,臺東縣,大武鄉,復興路2-2號,"089791325"
"POINT (120.907018941775 22.3623042413002)",大安診所,臺東縣,大武鄉,復興路63號,089-791198
"POINT (121.003556069788 22.6060613332832)",仁和內科外科診所,臺東縣,太麻里鄉,外環路220號1樓,089-780310
"POINT (121.007423383608 22.6153756595729)",臺東縣太麻里鄉衛生所,臺東縣,太麻里鄉,2鄰民權路66號,"089781220"
"POINT (121.006560134576 22.6115870020764)",安健家醫科婦產科診所,臺東縣,太麻里鄉,外環路76號,089-780720
"POINT (121.006891663026 22.6122118010829)",太麻里牙醫診所,臺東縣,太麻里鄉,外環路40號,089-782229
"POINT (121.005504645706 22.6104677989154)",杏歆診所,臺東縣,太麻里鄉,街253號,089-783018
"POINT (121.006506309566 22.6115279584342)",漢唐中醫診所,臺東縣,太麻里鄉,外環路80號,089-780311
"POINT (121.303078674049 22.9684613816508)",臺東縣東河鄉衛生所,臺東縣,東河鄉,10鄰300號,"089896289"
"POINT (121.227571160805 22.8729841026808)",都蘭診所,臺東縣,東河鄉,都蘭96號,089-530021
"POINT (121.228692624632 22.8744669009409)",永成診所,臺東縣,東河鄉,都蘭路199-1號,089-531619
"POINT (121.455969340278 23.3184224755189)",佳音診所,臺東縣,長濱鄉,長濱路113-1號,089-830081
"POINT (121.454119238843 23.3175470257421)",長濱診所,臺東縣,長濱鄉,中興25-1號,089-830009
"POINT (121.136265810062 22.9125603464199)",惠心堂中醫診所,臺東縣,鹿野鄉,中正路9號,"089550108"
"POINT (121.136392502518 22.9139021720546)",鹿野診所,臺東縣,鹿野鄉,中華路二段156號,"089550488"
"POINT (121.13613621342 22.9119802906329)",鹿名診所,臺東縣,鹿野鄉,中華路二段52號,089-551255
"POINT (121.067980923963 22.799934758907)",臺東縣鹿野鄉衛生所,臺東縣,鹿野鄉,中華路1段6鄰418號,"089551074"
"POINT (121.216807357843 23.1209198646162)",上林診所,臺東縣,池上鄉,忠孝路84號,"089864780"
"POINT (121.214810759771 23.1216874116474)",臺東縣池上鄉衛生所,臺東縣,池上鄉,中山路104號,"089862609"
"POINT (121.22215004343 23.1251920358836)",合諧牙醫診所,臺東縣,池上鄉,忠孝路365號,089-865181
"POINT (121.218936235296 23.1233596886699)",福壽堂中醫診所,臺東縣,池上鄉,新生路一三四號,089-863666
"POINT (121.21949464556 23.1232099356637)",陳牙醫診所,臺東縣,池上鄉,忠孝路237號,"089863848"
"POINT (121.215963380016 23.1243957475447)",康健診所,臺東縣,池上鄉,中西三路3號,089-865609
